Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
1,45,1,3,3,2,4,0,29,4,1,2,2766.0,1985,781.0,0.796,4480,70,0.75,0.718
1,55,0,2,2,1,4,0,46,5,3,4,1438.3,0,1438.3,0.907,4271,79,0.756,0.0
1,49,0,2,0,1,4,0,35,3,3,4,3283.0,1856,1427.0,1.103,4498,64,0.829,0.565
1,46,0,3,2,1,4,0,37,5,1,3,2470.0,1961,509.0,0.802,4519,78,0.733,0.794
1,42,0,5,2,1,4,0,36,5,2,4,4228.0,1709,2519.0,0.493,4389,79,0.58,0.404
1,47,0,3,6,2,5,0,42,3,2,2,5884.0,1382,4502.0,0.91,4477,82,0.745,0.235
1,44,0,3,6,2,4,0,33,6,2,3,1724.0,0,1724.0,0.669,4768,80,0.86,0.0
1,47,0,5,2,1,4,0,42,5,1,2,3111.0,1541,1570.0,0.656,4570,68,0.511,0.495
1,58,0,1,3,1,4,0,46,4,1,3,2799.0,1532,1267.0,0.583,4214,83,0.537,0.547
1,50,0,3,3,2,4,0,36,4,3,1,1986.0,1614,372.0,0.554,4442,64,0.73,0.813
1,47,1,2,6,2,3,0,41,6,1,1,2877.0,1136,1741.0,0.756,4006,68,0.478,0.395
1,53,0,1,0,2,4,0,45,3,2,2,2312.0,1997,315.0,0.787,5085,78,0.773,0.864
1,46,0,3,2,1,1,0,39,3,3,2,2644.0,2126,518.0,0.748,3601,66,0.65,0.804
1,50,0,1,2,1,4,0,35,5,2,2,3510.0,1881,1629.0,0.66,3808,81,0.884,0.536
1,45,1,5,3,1,2,0,36,6,3,2,2174.0,877,1297.0,0.644,4596,71,0.449,0.403
1,50,0,2,3,2,4,0,43,4,2,1,2974.0,2090,884.0,0.975,4297,88,0.833,0.703
1,48,0,4,4,1,4,0,31,6,6,4,2646.0,1983,663.0,0.7,4727,83,0.804,0.749
1,37,0,1,3,2,4,0,23,6,3,4,1879.0,1486,393.0,0.836,5202,88,0.692,0.791
1,44,0,2,3,2,4,0,36,5,3,4,8685.0,0,8685.0,0.666,2473,56,0.6,0.0
1,60,0,2,5,3,1,0,52,4,3,2,2676.0,1740,936.0,0.735,3863,69,0.725,0.65
1,58,0,1,4,2,4,0,36,6,2,4,1438.3,0,1438.3,0.657,4722,89,0.745,0.0
1,42,1,2,2,2,1,0,28,3,1,3,1711.0,0,1711.0,0.983,4496,77,0.925,0.0
1,61,1,0,3,2,1,0,48,3,2,4,2572.0,1969,603.0,0.644,4313,84,0.787,0.766
1,44,1,2,2,1,2,0,36,5,6,1,5950.0,1117,4833.0,0.57,4682,89,0.679,0.188
1,50,0,4,6,1,4,0,45,4,1,4,1488.0,755,733.0,0.783,4451,65,0.711,0.507
1,30,0,1,5,2,5,0,24,3,5,4,7536.0,1272,6264.0,0.683,4189,86,0.911,0.169
1,47,0,1,2,2,5,0,37,6,3,3,2441.0,1672,769.0,0.893,4439,74,0.682,0.685
1,47,1,3,2,1,3,0,42,6,3,3,13189.0,1205,11984.0,0.708,3821,83,0.66,0.091
1,42,0,2,2,0,1,0,31,6,2,1,2468.0,1850,618.0,0.775,4483,77,0.54,0.75
1,57,0,1,6,2,4,0,44,4,3,2,2564.0,1258,1306.0,1.156,2673,43,0.87,0.491
1,44,0,3,3,2,1,0,37,4,1,1,3410.0,1110,2300.0,0.63,5102,63,0.615,0.326
1,45,0,3,5,1,4,0,38,6,5,1,2728.0,0,2728.0,0.879,4554,75,0.744,0.0
1,51,1,3,3,2,2,0,43,5,3,3,7119.0,1513,5606.0,0.925,4969,84,0.909,0.213
1,57,0,0,3,0,4,0,36,5,1,3,3532.0,869,2663.0,1.038,4297,64,0.778,0.246
1,60,0,1,5,2,5,0,50,6,3,3,7459.0,1717,5742.0,1.001,4328,68,0.581,0.23
1,37,1,3,2,1,3,0,18,5,3,2,1663.0,0,1663.0,0.778,3950,82,0.864,0.0
1,49,0,3,6,2,1,0,42,4,3,4,5129.0,1654,3475.0,0.618,3192,61,0.848,0.322
1,46,0,4,2,1,5,0,40,5,3,4,2586.0,1270,1316.0,0.675,4481,77,0.925,0.491
1,50,0,2,3,2,4,0,46,5,3,2,8708.0,996,7712.0,0.527,3927,60,0.935,0.114
1,56,0,3,6,2,4,0,50,5,2,2,8869.0,0,8869.0,0.721,3270,63,0.8,0.0
1,45,0,3,2,1,4,0,34,6,2,3,2641.0,1336,1305.0,1.019,4224,77,0.791,0.506
1,47,0,3,6,2,4,0,36,3,1,4,1965.0,1175,790.0,0.657,4579,87,0.74,0.598
1,50,0,0,3,1,4,0,36,4,3,2,1513.0,0,1513.0,0.854,4759,98,0.719,0.0
1,49,0,2,0,2,1,0,36,3,2,1,6371.0,1946,4425.0,0.582,3592,79,0.756,0.305
1,60,1,0,0,3,4,0,47,6,3,3,3076.0,2257,819.0,0.795,4522,75,0.471,0.734
1,43,1,3,2,2,0,0,23,5,2,2,4121.0,2084,2037.0,0.807,3462,49,1.042,0.506
1,43,1,5,5,1,2,0,36,6,2,4,2621.0,598,2023.0,0.967,4852,85,0.771,0.228
1,47,1,1,3,1,2,0,29,3,2,2,3394.0,0,3394.0,0.454,3115,69,0.816,0.0
1,56,1,2,1,2,3,0,48,4,3,3,4480.0,2465,2015.0,0.772,3331,74,0.682,0.55
1,43,0,3,3,3,4,0,39,5,3,2,3370.0,2284,1086.0,0.673,4084,70,0.628,0.678
1,47,0,1,2,1,5,0,34,3,2,2,3112.0,2023,1089.0,0.757,4613,86,0.593,0.65
1,44,1,3,2,2,2,0,37,5,2,3,1682.0,930,752.0,0.903,3309,67,1.03,0.553
1,42,0,1,3,1,4,0,36,5,3,3,2758.0,2017,741.0,0.883,4119,73,1.028,0.731
1,49,0,1,3,1,4,0,39,5,2,2,1909.0,866,1043.0,0.88,4697,83,0.844,0.454
1,48,1,2,3,1,3,0,44,5,1,2,11332.0,1647,9685.0,0.542,4674,72,0.714,0.145
1,44,1,5,1,2,0,0,31,5,1,2,7567.0,2496,5071.0,0.709,4076,60,0.579,0.33
1,43,1,4,6,1,3,0,38,5,1,2,2510.0,1508,1002.0,0.728,3623,63,0.853,0.601
1,50,0,3,5,3,4,0,43,6,2,1,3199.0,2517,682.0,0.699,4483,87,0.776,0.787
1,35,0,1,3,1,4,0,26,4,2,3,1918.0,900,1018.0,0.873,4237,76,0.9,0.469
1,43,1,2,0,2,0,0,37,6,3,1,14315.0,1348,12967.0,0.681,3694,67,0.718,0.094
1,42,0,4,2,2,4,0,34,3,2,3,1853.0,0,1853.0,0.846,4544,72,0.565,0.0
1,49,1,5,1,2,1,0,43,3,1,1,4951.0,2002,2949.0,0.684,4192,62,0.55,0.404
1,38,0,2,6,2,1,0,29,5,3,2,3276.0,2331,945.0,0.567,4345,68,0.511,0.712
1,52,1,1,6,1,0,0,40,4,1,2,3614.0,0,3614.0,0.671,4561,82,0.907,0.0
1,47,1,4,3,0,2,0,36,6,1,3,1943.0,1654,289.0,0.648,3392,70,0.591,0.851
1,43,0,3,2,2,4,0,30,3,3,1,4075.0,2189,1886.0,0.695,3956,71,0.732,0.537
1,47,1,4,6,3,4,0,37,6,3,3,5726.0,834,4892.0,0.569,2311,58,0.487,0.146
1,54,0,3,2,2,4,0,44,3,2,3,2077.0,1634,443.0,0.771,4292,66,0.833,0.787
1,41,0,2,2,1,4,0,30,6,2,4,2157.0,721,1436.0,0.769,4250,85,0.889,0.334
1,40,0,3,0,3,1,0,20,6,2,2,2037.0,1349,688.0,0.743,4574,84,0.714,0.662
1,47,0,2,3,2,4,0,39,5,3,2,1580.0,620,960.0,0.746,4384,70,0.522,0.392
1,48,0,3,2,1,4,0,36,3,2,2,1667.0,0,1667.0,0.686,4385,80,0.951,0.0
1,51,0,1,3,2,4,0,47,4,3,1,1438.3,0,1438.3,0.826,4242,70,0.458,0.0
1,50,0,4,0,1,5,0,36,4,2,2,6465.0,1863,4602.0,0.399,4490,68,0.789,0.288
1,35,1,2,3,3,1,0,19,4,3,3,8599.0,938,7661.0,0.537,3015,64,0.73,0.109
1,35,0,4,2,2,4,0,22,6,3,3,1438.3,0,1438.3,0.512,3427,64,0.829,0.0
1,51,0,1,2,2,4,0,37,4,3,4,4402.0,697,3705.0,0.7,3325,76,0.652,0.158
1,50,1,0,6,0,2,0,36,3,3,2,5444.0,2499,2945.0,0.468,4509,80,0.667,0.459
1,50,0,2,3,1,4,0,36,6,2,1,1438.3,0,1438.3,0.909,4697,82,0.907,0.0
1,31,0,0,4,2,4,0,19,6,3,1,2766.0,1731,1035.0,0.569,3959,71,0.732,0.626
1,45,0,2,4,2,5,0,37,3,3,4,2707.0,1796,911.0,0.597,4077,70,1.059,0.663
1,45,0,3,3,2,1,0,26,3,2,4,4034.0,1867,2167.0,0.656,3718,72,0.756,0.463
1,38,0,2,5,2,1,0,31,5,2,2,12228.0,2137,10091.0,0.553,3831,68,0.511,0.175
1,55,0,2,2,2,4,0,42,4,3,3,1724.0,0,1724.0,0.936,4434,67,0.811,0.0
1,43,0,5,6,2,4,0,26,6,0,3,3139.0,1089,2050.0,1.034,4648,80,0.778,0.347
1,42,0,5,3,0,4,0,36,5,2,3,2069.0,1288,781.0,0.81,5668,82,0.64,0.623
1,48,0,3,0,1,4,0,36,4,1,2,2544.0,0,2544.0,0.759,3593,64,1.0,0.0
1,49,0,2,2,3,1,0,36,6,3,1,5370.0,653,4717.0,0.782,4504,81,0.929,0.122
1,51,1,2,2,0,2,0,41,4,3,1,1959.0,0,1959.0,0.454,3737,71,0.614,0.0
1,59,0,0,2,1,4,0,48,3,3,4,1661.0,0,1661.0,0.672,4338,77,0.925,0.0
1,39,0,3,5,2,5,0,27,6,2,1,5363.0,0,5363.0,0.67,4121,78,0.625,0.0
1,42,1,3,3,2,4,0,24,4,3,2,2171.0,1415,756.0,0.773,4992,77,0.833,0.652
1,57,0,0,6,1,4,0,42,5,1,4,2376.0,1515,861.0,0.72,3795,71,0.614,0.638
1,51,0,3,5,1,4,0,43,4,3,2,2882.0,0,2882.0,0.722,4446,68,0.744,0.0
1,50,0,1,2,2,4,0,37,4,3,4,3277.0,2481,796.0,0.606,3965,59,0.844,0.757
1,47,1,2,6,1,3,0,36,6,2,1,2514.0,1845,669.0,0.683,3696,71,0.614,0.734
1,48,1,3,4,2,2,0,34,4,3,2,12391.0,784,11607.0,0.875,4376,86,0.72,0.063
1,47,0,2,1,2,4,0,37,4,3,2,2168.0,1485,683.0,0.546,3828,86,0.72,0.685
1,42,0,3,6,1,5,0,31,3,1,4,7762.0,1319,6443.0,0.793,5153,77,0.75,0.17
1,45,0,3,1,0,5,0,33,6,3,2,12587.0,815,11772.0,0.576,3914,83,0.766,0.065
1,37,1,2,3,2,2,0,21,5,2,2,3433.0,964,2469.0,0.526,4444,87,0.642,0.281
1,62,0,0,3,2,4,0,50,3,3,3,3989.0,0,3989.0,0.997,4274,68,0.545,0.0
1,50,0,0,2,1,4,0,43,4,1,2,2393.0,1499,894.0,0.784,4755,82,0.745,0.626
1,40,0,3,5,2,4,0,27,5,4,2,2035.0,0,2035.0,0.779,4107,82,0.783,0.0
1,39,1,3,0,2,0,0,30,4,2,1,8842.0,0,8842.0,0.624,4493,79,0.756,0.0
1,42,0,2,6,3,4,0,23,6,3,1,2483.0,1297,1186.0,0.744,3478,64,0.939,0.522
1,65,1,0,2,2,1,0,49,3,2,3,13921.0,1201,12720.0,0.556,4351,75,0.923,0.086
1,47,0,2,4,2,1,0,40,5,3,2,2623.0,1647,976.0,0.735,4388,83,0.804,0.628
1,49,0,4,6,0,4,0,43,5,1,2,3232.0,824,2408.0,0.796,3915,74,0.644,0.255
1,45,0,3,3,3,4,0,33,5,1,1,6225.0,1596,4629.0,0.826,4129,71,0.651,0.256
1,46,1,5,5,2,2,0,33,4,1,3,3135.0,0,3135.0,0.572,4116,68,0.7,0.0
1,42,0,3,5,2,4,0,22,4,1,4,1438.3,860,578.3,0.761,4754,79,0.837,0.598
1,41,0,4,5,3,4,0,32,4,3,1,3189.0,0,3189.0,0.91,4813,86,0.755,0.0
1,36,0,3,5,1,5,0,23,6,6,1,2161.0,1404,757.0,0.68,4389,77,0.878,0.65
1,58,0,1,1,1,4,0,48,4,2,2,1438.3,801,637.3,0.595,4223,60,0.579,0.557
1,42,0,3,5,0,4,0,38,5,2,2,3131.0,849,2282.0,0.992,3108,62,0.59,0.271
1,38,0,2,2,2,1,0,36,6,2,3,2331.0,1709,622.0,0.851,4417,69,0.816,0.733
1,29,0,1,5,1,4,0,18,3,3,3,1895.0,1146,749.0,0.685,4333,72,0.714,0.605
1,57,0,2,3,1,4,0,36,4,2,2,1438.3,904,534.3,0.761,3887,79,0.837,0.629
1,45,0,4,2,2,4,0,36,5,3,2,2072.0,1544,528.0,0.903,4210,64,0.939,0.745
1,47,0,1,1,0,4,0,37,6,3,3,2707.0,1367,1340.0,0.794,4646,73,0.78,0.505
1,52,0,3,6,2,5,0,36,3,1,2,10273.0,1657,8616.0,0.71,3778,70,0.591,0.161
1,52,0,2,2,1,4,0,39,4,1,3,8431.0,1862,6569.0,0.59,2008,37,0.682,0.221
1,61,1,0,3,0,2,0,51,6,3,4,5852.0,1935,3917.0,0.829,3689,55,0.618,0.331
1,40,0,3,5,1,4,0,35,5,2,4,3140.0,2183,957.0,0.58,5109,78,0.733,0.695
1,51,0,3,3,2,5,0,46,4,1,4,2286.0,1641,645.0,0.947,4321,89,0.712,0.718
1,43,0,2,2,1,4,0,36,5,2,4,3589.0,1808,1781.0,0.75,4262,70,0.667,0.504
1,51,0,2,6,2,4,0,39,5,2,4,2673.0,1275,1398.0,0.691,4119,75,1.027,0.477
1,47,1,2,6,1,3,0,36,3,1,3,9437.0,2024,7413.0,0.664,4715,78,0.696,0.214
1,39,0,2,3,2,1,0,28,3,2,2,2751.0,2258,493.0,0.634,4386,67,0.675,0.821
1,40,1,1,3,2,1,0,28,6,2,1,11557.0,1050,10507.0,0.754,4064,75,0.786,0.091
1,44,1,5,6,1,2,0,34,5,3,2,2791.0,1979,812.0,0.807,4617,70,0.628,0.709
1,47,1,5,6,2,0,0,39,6,3,1,3889.0,1839,2050.0,0.911,4423,63,0.703,0.473
1,32,0,0,6,2,5,0,26,6,2,4,14140.0,845,13295.0,0.715,5036,76,0.689,0.06
1,53,1,3,4,1,3,0,47,5,2,1,9106.0,975,8131.0,0.588,3863,74,0.644,0.107
1,41,1,4,2,2,1,0,36,3,1,1,6507.0,1452,5055.0,0.802,4544,89,0.854,0.223
1,44,0,5,0,1,4,0,34,4,1,2,2096.0,1711,385.0,0.746,3692,68,0.744,0.816
1,39,0,2,2,2,1,0,36,5,1,1,11314.0,0,11314.0,0.674,3761,70,0.628,0.0
1,50,0,1,5,2,4,0,37,6,1,1,1837.0,665,1172.0,0.844,4752,88,0.66,0.362
1,63,1,0,5,2,1,0,36,3,3,3,1970.0,1224,746.0,0.54,4533,65,0.625,0.621
1,40,0,3,2,2,4,0,29,5,1,4,2694.0,1833,861.0,1.044,3366,56,1.074,0.68
1,48,1,3,6,2,2,0,40,6,3,3,4476.0,0,4476.0,0.683,3350,67,0.634,0.0
1,44,0,1,5,1,4,0,36,3,2,4,1953.0,1762,191.0,0.743,4590,91,0.655,0.902
1,56,0,2,2,3,5,0,45,5,1,3,5264.0,0,5264.0,0.852,4943,70,0.795,0.0
1,40,0,4,6,1,4,0,28,4,1,1,2712.0,0,2712.0,0.835,5207,79,0.927,0.0
1,45,0,4,3,0,4,0,36,3,1,4,5486.0,685,4801.0,0.879,2965,70,0.556,0.125
1,49,0,2,3,0,4,0,36,6,3,3,2976.0,2257,719.0,0.75,3837,57,0.781,0.758
1,42,0,3,2,0,4,0,36,5,2,3,3714.0,2517,1197.0,0.857,4715,85,0.848,0.678
1,43,1,5,3,1,0,0,37,4,3,4,11099.0,0,11099.0,0.89,3980,77,0.75,0.0
1,45,0,1,3,3,4,0,35,4,4,4,4406.0,1247,3159.0,1.037,3964,76,0.854,0.283
1,48,0,2,2,1,5,0,40,3,2,4,5104.0,736,4368.0,0.679,3943,78,0.696,0.144
1,41,0,3,1,1,4,0,36,3,1,1,1956.0,1053,903.0,0.941,4924,70,0.795,0.538
1,38,0,3,4,1,4,0,32,4,3,2,3317.0,2517,800.0,0.862,3772,74,1.0,0.759
1,44,0,2,2,1,5,0,36,3,1,2,6038.0,0,6038.0,0.666,4375,81,0.688,0.0
1,35,0,2,5,2,4,0,36,3,2,1,2942.0,2100,842.0,0.694,4548,71,0.821,0.714
1,49,0,4,2,1,4,0,39,4,2,3,5095.0,0,5095.0,0.729,3808,89,0.508,0.0
1,47,0,4,2,3,4,0,35,4,2,4,1438.3,0,1438.3,0.571,3778,69,0.816,0.0
1,48,1,3,3,2,3,0,36,3,3,4,10111.0,868,9243.0,0.748,4791,68,0.889,0.086
1,44,1,4,5,3,2,0,36,6,1,3,2761.0,0,2761.0,0.619,3706,65,0.585,0.0
1,47,0,3,3,2,5,0,41,5,1,3,5630.0,748,4882.0,0.804,4904,81,0.761,0.133
1,35,0,1,2,2,5,0,36,6,2,3,6622.0,2126,4496.0,1.041,3668,60,0.818,0.321
1,36,0,3,2,2,1,0,18,4,3,3,2265.0,1345,920.0,0.808,4009,73,0.49,0.594
1,33,0,2,6,1,1,0,19,4,3,4,2907.0,1537,1370.0,0.79,4390,76,1.0,0.529
1,51,0,2,6,3,1,0,44,4,6,4,5489.0,1665,3824.0,0.742,4010,75,0.786,0.303
1,50,0,1,3,1,4,0,32,4,1,3,2055.0,1276,779.0,0.869,5025,70,0.707,0.621
1,39,0,1,4,1,1,0,36,5,3,2,2147.0,771,1376.0,0.69,4631,76,0.767,0.359
1,49,0,4,6,0,4,0,45,3,3,3,1757.0,1307,450.0,0.769,4750,72,0.756,0.744
1,41,0,2,2,2,4,0,29,4,2,3,2670.0,2079,591.0,0.649,3895,59,0.788,0.779
1,54,0,0,0,1,1,0,46,6,2,3,2254.0,533,1721.0,1.043,4913,84,0.909,0.236
1,40,0,5,6,2,5,0,31,6,3,1,4433.0,1488,2945.0,0.669,3847,76,0.9,0.336
1,55,0,2,2,1,4,0,36,4,2,4,1438.3,739,699.3,0.727,4078,77,0.54,0.514
1,48,1,4,6,0,2,0,31,4,1,1,1438.3,0,1438.3,0.836,4509,74,0.451,0.0
1,44,0,3,6,2,4,0,34,3,3,4,2786.0,1635,1151.0,0.921,4532,82,1.0,0.587
1,43,1,3,6,3,2,0,32,4,1,3,2476.0,1944,532.0,0.881,4025,65,0.585,0.785
1,45,0,3,6,1,5,0,36,6,1,3,8459.0,757,7702.0,0.648,4677,87,0.673,0.089
1,48,0,2,2,2,5,0,29,6,1,2,9554.0,2337,7217.0,0.79,4049,71,0.69,0.245
1,50,1,2,5,2,2,0,43,4,3,3,4388.0,642,3746.0,0.815,3836,81,0.723,0.146
1,34,0,1,2,1,1,0,27,3,1,3,2173.0,0,2173.0,0.922,4392,83,0.766,0.0
1,48,0,3,6,3,1,0,36,6,2,2,2545.0,1894,651.0,0.911,4660,68,0.789,0.744
1,54,1,2,2,1,3,0,37,3,2,3,3164.0,2201,963.0,0.679,4410,86,0.623,0.696
1,44,0,2,2,1,4,0,40,6,2,2,6022.0,871,5151.0,0.6,3745,74,0.423,0.145
1,39,1,3,2,2,2,0,36,5,3,4,2527.0,2204,323.0,0.9,4598,85,0.771,0.872
1,52,0,1,0,2,4,0,43,5,2,3,1438.3,604,834.3,0.81,4219,83,0.694,0.42
1,51,0,1,0,1,5,0,38,3,2,4,6182.0,1516,4666.0,1.137,3801,61,0.968,0.245
1,49,0,2,0,1,4,0,36,4,3,3,2154.0,1490,664.0,0.727,3664,63,0.853,0.692
1,46,1,3,2,3,2,0,36,6,3,4,2179.0,1632,547.0,0.801,4025,69,0.683,0.749
1,59,1,0,5,2,2,0,48,5,1,3,4906.0,1302,3604.0,0.862,4833,80,0.905,0.265
1,38,0,1,6,1,1,0,26,5,3,1,2346.0,1407,939.0,0.77,4116,79,0.975,0.6
1,45,0,3,2,2,4,0,36,5,2,3,4753.0,0,4753.0,0.856,3895,71,0.578,0.0
1,49,0,1,2,1,1,0,36,5,3,1,2721.0,1527,1194.0,0.743,4622,88,0.725,0.561
1,41,0,4,2,2,4,0,24,3,3,1,2069.0,1393,676.0,0.875,4962,70,0.75,0.673
1,39,1,4,5,1,3,0,27,6,4,2,1438.3,0,1438.3,0.797,4282,69,0.725,0.0
1,41,1,3,2,0,4,0,23,5,2,4,1438.3,0,1438.3,0.735,4416,68,0.744,0.0
1,47,1,3,6,2,2,0,36,3,2,1,2589.0,1693,896.0,0.878,4259,83,0.766,0.654
1,38,1,1,2,3,3,0,25,4,2,4,8138.0,0,8138.0,0.596,4839,61,0.649,0.0
1,51,0,3,2,1,5,0,37,6,1,1,4502.0,1785,2717.0,1.014,4469,87,0.812,0.396
1,53,1,4,0,3,2,0,44,5,3,1,7026.0,1728,5298.0,0.669,3935,66,1.0,0.246
1,41,1,1,5,2,3,0,31,6,2,4,2404.0,1887,517.0,0.592,4489,75,0.744,0.785
1,41,0,3,4,3,1,0,29,6,1,3,14345.0,960,13385.0,0.817,4045,72,0.946,0.067
1,47,0,3,3,1,4,0,36,6,2,3,6524.0,1993,4531.0,0.815,4267,66,0.886,0.305
1,55,0,1,6,1,4,0,46,5,1,4,2281.0,920,1361.0,0.576,3968,66,0.833,0.403
1,47,0,4,0,1,4,0,38,3,1,2,2633.0,1924,709.0,0.806,3407,66,0.535,0.731
1,51,1,3,2,1,3,0,31,6,1,2,7693.0,0,7693.0,0.579,4573,93,0.632,0.0
1,44,0,3,3,2,5,0,31,5,6,4,10262.0,1888,8374.0,0.508,3553,65,0.757,0.184
1,49,0,2,6,2,5,0,39,4,1,3,11320.0,0,11320.0,0.669,2845,57,0.727,0.0
1,53,0,1,0,2,4,0,35,3,2,4,2482.0,916,1566.0,0.632,4295,72,0.532,0.369
1,53,0,4,6,2,4,0,34,6,2,2,6721.0,1115,5606.0,0.79,3718,51,0.759,0.166
1,49,1,2,0,2,2,0,41,6,3,4,6205.0,2233,3972.0,0.662,3906,64,0.684,0.36
1,35,0,3,5,2,4,0,36,4,2,3,2624.0,1458,1166.0,0.809,4487,61,0.743,0.556
1,42,0,4,6,1,4,0,30,4,2,3,8777.0,1668,7109.0,0.85,4141,83,0.66,0.19
1,51,0,2,6,2,4,0,45,3,6,1,3250.0,0,3250.0,0.601,4752,84,0.75,0.0
1,47,1,4,6,0,1,0,35,3,2,1,4907.0,773,4134.0,0.517,5088,71,0.651,0.158
1,51,0,1,5,1,5,0,44,6,2,1,3553.0,0,3553.0,0.844,4923,89,0.648,0.0
1,41,0,4,3,2,5,0,28,4,2,2,2515.0,1313,1202.0,0.981,4370,68,0.7,0.522
1,43,1,1,3,1,1,0,25,6,3,3,1616.0,0,1616.0,0.794,4961,78,0.814,0.0
1,42,0,1,5,1,4,0,29,3,4,2,2756.0,1911,845.0,0.774,4656,62,0.879,0.693
1,46,0,1,2,2,1,0,34,4,2,2,3569.0,0,3569.0,0.706,4186,72,0.636,0.0
1,57,0,3,0,2,1,0,44,3,1,2,2817.0,1864,953.0,0.7,4535,82,0.745,0.662
1,53,0,1,5,2,4,0,43,6,2,3,2126.0,1257,869.0,0.632,4340,70,0.892,0.591
1,43,0,2,5,2,4,0,36,3,1,4,2573.0,1640,933.0,0.873,4094,77,0.638,0.637
1,45,0,3,6,1,1,0,31,5,5,3,2016.0,1303,713.0,0.599,3243,63,0.615,0.646
1,41,0,3,3,3,5,0,36,5,1,2,5869.0,0,5869.0,0.713,4191,65,0.857,0.0
1,50,0,2,0,2,4,0,41,6,3,4,1438.3,0,1438.3,0.872,4617,67,0.634,0.0
1,46,1,5,6,1,2,0,35,3,3,3,1790.0,796,994.0,0.722,3539,57,0.966,0.445
1,43,1,5,6,1,2,0,36,3,5,1,7411.0,1341,6070.0,0.799,4278,80,0.633,0.181
1,44,1,1,5,1,3,0,29,4,3,3,13298.0,1694,11604.0,0.824,3476,66,0.784,0.127
1,41,0,5,5,2,4,0,30,4,2,1,1762.0,1051,711.0,0.785,4986,80,0.739,0.596
1,47,0,1,5,1,4,0,36,6,3,3,2245.0,1503,742.0,0.754,3344,54,0.543,0.669
1,47,1,1,5,1,1,0,36,3,2,3,8168.0,2137,6031.0,0.659,3554,82,0.822,0.262
1,44,0,2,1,0,5,0,39,6,4,1,9856.0,671,9185.0,0.662,5408,83,0.729,0.068
1,44,1,3,3,2,4,0,38,6,1,2,2111.0,1047,1064.0,0.971,4830,82,0.952,0.496
1,43,0,3,6,0,4,0,30,3,2,1,2905.0,2079,826.0,0.789,4444,84,0.909,0.716
1,47,0,2,4,0,1,0,33,6,2,3,5624.0,1216,4408.0,0.691,3843,66,1.0,0.216
1,44,0,4,3,2,4,0,36,6,2,3,1656.0,1429,227.0,0.777,4258,77,0.75,0.863
1,40,0,3,5,0,1,0,28,3,1,3,6608.0,2270,4338.0,0.75,4033,58,0.657,0.344
1,47,0,3,2,2,4,0,43,4,2,4,5062.0,1423,3639.0,0.775,4535,68,0.417,0.281
1,44,1,3,5,2,1,0,30,3,3,2,1547.0,0,1547.0,0.792,4348,63,0.615,0.0
1,41,0,2,3,1,1,0,26,5,1,2,1438.3,0,1438.3,0.66,4300,67,0.675,0.0
1,46,0,2,6,2,4,0,33,4,3,2,3670.0,0,3670.0,0.797,4811,68,0.889,0.0
1,42,0,3,5,2,4,0,38,4,1,4,1538.0,868,670.0,0.828,5228,61,0.694,0.564
1,54,0,3,3,1,1,0,49,5,1,2,1438.3,886,552.3,0.822,4385,91,0.717,0.616
1,49,1,1,3,2,2,0,40,6,2,2,3170.0,1428,1742.0,0.876,4097,72,0.565,0.45
1,42,0,2,4,0,4,0,26,5,2,3,2120.0,1527,593.0,0.744,4741,86,0.72,0.72
1,45,0,4,2,1,4,0,38,6,3,2,5583.0,0,5583.0,0.748,3317,71,0.821,0.0
1,41,0,3,5,0,4,0,30,5,3,4,7764.0,621,7143.0,0.67,3955,72,0.756,0.08
1,52,0,3,2,1,4,0,39,4,3,3,2001.0,909,1092.0,0.772,4238,63,0.8,0.454
1,44,0,3,3,2,4,0,37,3,2,2,8512.0,1471,7041.0,0.867,4056,81,0.841,0.173
1,47,0,3,5,0,1,0,30,5,3,2,5869.0,2517,3352.0,0.505,4166,85,0.809,0.429
1,44,0,5,6,1,5,0,36,4,2,3,5791.0,0,5791.0,0.645,4556,67,0.861,0.0
1,49,1,3,6,1,3,0,43,6,1,1,2191.0,1414,777.0,0.635,3967,76,0.767,0.645
1,37,1,2,6,2,2,0,32,4,1,1,2865.0,1176,1689.0,0.665,3462,61,0.906,0.41
1,43,1,4,2,1,0,0,31,6,1,3,6467.0,1887,4580.0,0.442,4098,61,0.605,0.292
1,58,0,2,2,2,1,0,50,4,3,3,5386.0,0,5386.0,0.777,4846,84,0.68,0.0
1,46,0,3,2,2,4,0,28,5,3,3,1438.3,576,862.3,0.774,5098,66,0.833,0.4
1,59,0,0,5,2,5,0,46,5,1,4,5402.0,892,4510.0,0.782,4770,83,0.596,0.165
1,54,0,2,1,0,4,0,43,6,1,3,1438.3,1120,318.3,0.817,4880,77,0.75,0.779
1,40,0,2,2,3,4,0,29,5,1,2,2636.0,1953,683.0,0.916,4584,70,0.591,0.741
1,32,0,2,4,1,1,0,24,5,3,1,1553.0,1177,376.0,0.638,4549,68,0.659,0.758
1,53,0,1,3,2,4,0,47,6,2,3,3378.0,2134,1244.0,0.541,4464,83,0.93,0.632
